date,open,high,low,close,volume
2025-09-30,869.95,877.6,867.6,872.45,12831593
2025-10-01,872.3,876.45,862.8,864.1,10832384
2025-10-03,865.15,873.0,863.8,867.3,8019442
2025-10-06,868.0,875.3,862.8,874.05,7820352
2025-10-07,874.15,877.0,863.0,864.7,9242580
