date,open,high,low,close,volume
2025-10-08,25079.75,25192.5,25008.5,25046.15,227439592
2025-10-09,25074.3,25199.25,25024.3,25181.8,286911795
2025-10-10,25167.65,25330.75,25156.85,25285.35,236016218
2025-10-13,25177.3,25267.3,25152.3,25227.35,234563558
2025-10-14,25277.55,25310.35,25060.55,25145.5,291837460
