date,open,high,low,close,volume
2025-09-24,25108.75,25149.85,25027.45,25056.9,244382281
2025-09-25,25034.5,25092.7,24878.3,24890.85,342534768
2025-09-26,24818.55,24868.6,24629.45,24654.7,291537949
2025-09-29,24728.55,24791.3,24606.2,24634.9,394388242
2025-09-30,24691.95,24731.8,24587.7,24611.1,303036149
