datetime,open,high,low,close,volume
2025-10-08 03:45:00,29.05,29.2,29.05,29.2,3750
2025-10-08 04:00:00,29.2,29.6,28.65,28.65,1500
2025-10-08 04:15:00,28.65,29.65,27.45,27.45,7500
2025-10-08 04:30:00,27.45,27.45,27.1,27.1,750
2025-10-08 04:45:00,27.1,28.05,27.1,27.5,6000
2025-10-08 05:00:00,27.5,27.75,27.5,27.75,750
2025-10-08 05:15:00,27.75,27.75,27.75,27.75,0
2025-10-08 05:30:00,27.75,32.6,27.75,32.45,8250
2025-10-08 05:45:00,32.45,33.5,31.55,31.55,3750
2025-10-08 06:00:00,31.55,32.25,31.4,31.4,2250
2025-10-08 06:15:00,31.4,31.5,30.55,31.1,5250
2025-10-08 06:30:00,31.1,31.1,31.1,31.1,0
2025-10-08 06:45:00,31.1,31.1,31.1,31.1,0
2025-10-08 07:00:00,31.1,31.1,31.1,31.1,0
2025-10-08 07:15:00,31.1,31.15,30.55,30.55,1500
2025-10-08 07:30:00,30.55,30.55,30.55,30.55,0
2025-10-08 07:45:00,30.55,30.55,29.6,30.4,3750
2025-10-08 08:00:00,30.4,30.4,29.0,29.0,2250
2025-10-08 08:15:00,29.0,29.35,29.0,29.35,1500
2025-10-08 08:30:00,29.35,30.6,29.35,30.6,2250
2025-10-08 08:45:00,30.6,31.0,30.6,31.0,2250
2025-10-08 09:00:00,31.0,31.25,31.0,31.25,2250
2025-10-08 09:15:00,31.25,32.0,31.25,32.0,750
2025-10-08 09:30:00,32.0,32.5,31.7,32.1,9000
2025-10-08 09:45:00,32.1,32.7,31.75,32.55,33000
2025-10-09 03:45:00,32.0,32.0,30.85,30.85,3000
2025-10-09 04:00:00,30.85,30.85,30.3,30.3,750
2025-10-09 04:15:00,30.3,31.35,30.3,31.35,2250
2025-10-09 04:30:00,31.35,31.5,31.35,31.5,10500
2025-10-09 04:45:00,31.5,31.5,29.5,29.5,3000
2025-10-09 05:00:00,29.5,29.5,29.5,29.5,0
2025-10-09 05:15:00,29.5,29.5,29.5,29.5,0
2025-10-09 05:30:00,29.5,31.5,29.5,31.45,3000
2025-10-09 05:45:00,31.45,31.45,29.15,29.15,1500
2025-10-09 06:00:00,29.15,29.15,27.6,27.6,1500
2025-10-09 06:15:00,27.6,28.5,26.45,28.5,3000
2025-10-09 06:30:00,28.5,28.9,28.35,28.9,1500
2025-10-09 06:45:00,28.9,28.9,28.9,28.9,0
2025-10-09 07:00:00,28.9,29.65,28.9,29.65,750
2025-10-09 07:15:00,29.65,30.35,29.65,30.35,750
2025-10-09 07:30:00,30.35,30.4,30.05,30.4,1500
2025-10-09 07:45:00,30.4,30.4,29.95,29.95,750
2025-10-09 08:00:00,29.95,29.95,29.95,29.95,0
2025-10-09 08:15:00,29.95,29.95,29.95,29.95,0
2025-10-09 08:30:00,29.95,29.95,29.95,29.95,0
2025-10-09 08:45:00,29.95,29.95,29.95,29.95,0
2025-10-09 09:00:00,29.95,29.95,29.95,29.95,0
2025-10-09 09:15:00,29.95,29.95,28.95,28.95,750
2025-10-09 09:30:00,28.95,28.95,28.9,28.9,750
2025-10-09 09:45:00,28.9,28.9,27.65,28.4,18750
2025-10-10 03:45:00,26.25,26.7,22.85,22.85,11250
2025-10-10 04:00:00,22.85,23.65,22.0,23.3,11250
2025-10-10 04:15:00,23.3,23.3,21.95,22.2,15000
2025-10-10 04:30:00,22.2,22.2,17.7,17.75,159000
2025-10-10 04:45:00,17.75,18.8,17.5,18.0,77250
2025-10-10 05:00:00,18.0,18.0,16.55,16.55,258750
2025-10-10 05:15:00,16.55,16.95,16.3,16.5,145500
2025-10-10 05:30:00,16.5,17.95,15.85,17.45,207000
2025-10-10 05:45:00,17.45,17.65,16.95,17.35,72750
2025-10-10 06:00:00,17.35,17.7,16.7,17.4,80250
2025-10-10 06:15:00,17.4,17.4,16.5,16.5,51750
2025-10-10 06:30:00,16.35,16.65,16.0,16.0,93750
2025-10-10 06:45:00,16.0,16.75,15.9,16.75,59250
2025-10-10 07:00:00,16.75,16.85,16.45,16.7,46500
2025-10-10 07:15:00,16.7,16.7,16.0,16.0,39000
2025-10-10 07:30:00,16.0,16.8,15.3,16.8,135000
2025-10-10 07:45:00,16.8,16.95,16.3,16.5,120000
2025-10-10 08:00:00,16.5,16.65,15.85,16.65,84750
2025-10-10 08:15:00,16.65,16.8,16.35,16.8,15000
2025-10-10 08:30:00,16.8,17.3,16.75,16.75,63000
2025-10-10 08:45:00,16.75,17.1,16.6,16.65,40500
2025-10-10 09:00:00,16.65,17.0,16.6,16.75,28500
2025-10-10 09:15:00,16.75,17.05,16.65,16.65,49500
2025-10-10 09:30:00,16.65,17.25,16.05,16.45,116250
2025-10-10 09:45:00,16.45,16.9,16.35,16.6,111000
2025-10-13 03:45:00,17.5,18.4,15.9,18.25,145500
2025-10-13 04:00:00,18.25,19.3,16.65,16.65,200250
2025-10-13 04:15:00,16.7,16.9,14.7,15.05,487500
2025-10-13 04:30:00,15.0,15.6,14.95,15.0,180000
2025-10-13 04:45:00,15.0,15.05,14.25,14.7,284250
2025-10-13 05:00:00,14.7,14.9,13.75,14.25,438750
2025-10-13 05:15:00,14.25,15.2,13.95,14.75,532500
2025-10-13 05:30:00,14.75,15.05,14.05,14.35,329250
2025-10-13 05:45:00,14.35,15.1,14.1,14.95,248250
2025-10-13 06:00:00,14.95,15.5,14.75,15.1,297000
2025-10-13 06:15:00,15.1,15.25,14.55,14.7,126000
2025-10-13 06:30:00,14.7,15.0,14.5,15.0,146250
2025-10-13 06:45:00,15.0,15.25,14.95,15.05,73500
2025-10-13 07:00:00,15.05,15.3,14.8,14.8,104250
2025-10-13 07:15:00,14.8,14.9,14.6,14.85,54000
2025-10-13 07:30:00,14.85,15.05,14.7,14.7,48000
2025-10-13 07:45:00,14.7,15.1,14.65,15.1,81000
2025-10-13 08:00:00,15.1,15.15,14.7,15.05,50250
2025-10-13 08:15:00,15.05,16.25,14.8,15.85,204750
2025-10-13 08:30:00,15.9,16.05,15.05,16.05,179250
2025-10-13 08:45:00,16.05,16.05,14.1,14.8,168750
2025-10-13 09:00:00,14.8,15.3,14.45,15.0,105750
2025-10-13 09:15:00,15.05,15.9,14.95,15.6,168000
2025-10-13 09:30:00,15.5,15.9,15.45,15.8,84000
2025-10-13 09:45:00,15.8,15.8,15.3,15.3,122250
2025-10-14 03:45:00,14.5,16.9,14.45,15.65,399000
2025-10-14 04:00:00,15.9,16.7,15.65,16.6,252000
2025-10-14 04:15:00,16.6,17.55,16.35,17.35,165000
2025-10-14 04:30:00,17.35,17.9,16.8,17.0,195000
2025-10-14 04:45:00,17.25,18.2,17.2,17.8,206250
2025-10-14 05:00:00,17.8,18.3,17.6,17.7,100500
2025-10-14 05:15:00,17.7,17.7,17.1,17.6,54750
2025-10-14 05:30:00,17.6,19.05,17.6,18.6,54750
2025-10-14 05:45:00,18.6,20.9,18.6,20.05,127500
2025-10-14 06:00:00,20.05,20.75,19.25,19.25,102750
2025-10-14 06:15:00,19.25,19.85,18.45,18.45,51000
2025-10-14 06:30:00,18.45,19.95,18.3,19.65,31500
2025-10-14 06:45:00,19.65,20.05,19.4,19.7,22500
